"TIME","GEO","SEX","MARSTA","AGE","UNIT","Value","Flag and Footnotes"
"2006","France (metropolitan)","Total","Persons in registered partnership","Total","Number",":",""
"2006","France (metropolitan)","Total","Widowed persons","Total","Number","3,963,702",""
"2006","France (metropolitan)","Total","Divorced persons","Total","Number","3,526,669",""
"2006","France (metropolitan)","Males","Persons in registered partnership","Total","Number",":",""
"2006","France (metropolitan)","Males","Widowed persons","Total","Number","653,878",""
"2006","France (metropolitan)","Males","Divorced persons","Total","Number","1,457,130",""
"2006","France (metropolitan)","Females","Persons in registered partnership","Total","Number",":",""
"2006","France (metropolitan)","Females","Widowed persons","Total","Number","3,309,824",""
"2006","France (metropolitan)","Females","Divorced persons","Total","Number","2,069,539",""
"2006","Italy","Total","Persons in registered partnership","Total","Number",":",""
"2006","Italy","Total","Widowed persons","Total","Number","4,517,989",""
"2006","Italy","Total","Divorced persons","Total","Number","873,691",""
"2006","Italy","Males","Persons in registered partnership","Total","Number",":",""
"2006","Italy","Males","Widowed persons","Total","Number","697,732",""
"2006","Italy","Males","Divorced persons","Total","Number","348,209",""
"2006","Italy","Females","Persons in registered partnership","Total","Number",":",""
"2006","Italy","Females","Widowed persons","Total","Number","3,820,257",""
"2006","Italy","Females","Divorced persons","Total","Number","525,482",""
"2006","Latvia","Total","Persons in registered partnership","Total","Number",":",""
"2006","Latvia","Total","Widowed persons","Total","Number","192,838",""
"2006","Latvia","Total","Divorced persons","Total","Number","258,861",""
"2006","Latvia","Males","Persons in registered partnership","Total","Number",":",""
"2006","Latvia","Males","Widowed persons","Total","Number","27,724",""
"2006","Latvia","Males","Divorced persons","Total","Number","99,739",""
"2006","Latvia","Females","Persons in registered partnership","Total","Number",":",""
"2006","Latvia","Females","Widowed persons","Total","Number","165,114",""
"2006","Latvia","Females","Divorced persons","Total","Number","159,122",""
"2006","Lithuania","Total","Persons in registered partnership","Total","Number",":",""
"2006","Lithuania","Total","Widowed persons","Total","Number","286,528",""
"2006","Lithuania","Total","Divorced persons","Total","Number","333,246",""
"2006","Lithuania","Males","Persons in registered partnership","Total","Number",":",""
"2006","Lithuania","Males","Widowed persons","Total","Number","41,528",""
"2006","Lithuania","Males","Divorced persons","Total","Number","132,626",""
"2006","Lithuania","Females","Persons in registered partnership","Total","Number",":",""
"2006","Lithuania","Females","Widowed persons","Total","Number","245,000",""
"2006","Lithuania","Females","Divorced persons","Total","Number","200,620",""
"2006","Luxembourg","Total","Persons in registered partnership","Total","Number",":",""
"2006","Luxembourg","Total","Widowed persons","Total","Number",":",""
"2006","Luxembourg","Total","Divorced persons","Total","Number",":",""
"2006","Luxembourg","Males","Persons in registered partnership","Total","Number",":",""
"2006","Luxembourg","Males","Widowed persons","Total","Number",":",""
"2006","Luxembourg","Males","Divorced persons","Total","Number",":",""
"2006","Luxembourg","Females","Persons in registered partnership","Total","Number",":",""
"2006","Luxembourg","Females","Widowed persons","Total","Number",":",""
"2006","Luxembourg","Females","Divorced persons","Total","Number",":",""
"2006","Hungary","Total","Persons in registered partnership","Total","Number",":",""
"2006","Hungary","Total","Widowed persons","Total","Number","978,566",""
"2006","Hungary","Total","Divorced persons","Total","Number","842,503",""
"2006","Hungary","Males","Persons in registered partnership","Total","Number",":",""
"2006","Hungary","Males","Widowed persons","Total","Number","148,910",""
"2006","Hungary","Males","Divorced persons","Total","Number","340,670",""
"2006","Hungary","Females","Persons in registered partnership","Total","Number",":",""
"2006","Hungary","Females","Widowed persons","Total","Number","829,656",""
"2006","Hungary","Females","Divorced persons","Total","Number","501,833",""
"2006","Malta","Total","Persons in registered partnership","Total","Number",":",""
"2006","Malta","Total","Widowed persons","Total","Number",":",""
"2006","Malta","Total","Divorced persons","Total","Number",":",""
"2006","Malta","Males","Persons in registered partnership","Total","Number",":",""
"2006","Malta","Males","Widowed persons","Total","Number",":",""
"2006","Malta","Males","Divorced persons","Total","Number",":",""
"2006","Malta","Females","Persons in registered partnership","Total","Number",":",""
"2006","Malta","Females","Widowed persons","Total","Number",":",""
"2006","Malta","Females","Divorced persons","Total","Number",":",""
"2006","Netherlands","Total","Persons in registered partnership","Total","Number",":",""
"2006","Netherlands","Total","Widowed persons","Total","Number","874,896",""
"2006","Netherlands","Total","Divorced persons","Total","Number","995,902",""
"2006","Netherlands","Males","Persons in registered partnership","Total","Number",":",""
"2006","Netherlands","Males","Widowed persons","Total","Number","170,809",""
"2006","Netherlands","Males","Divorced persons","Total","Number","428,449",""
"2006","Netherlands","Females","Persons in registered partnership","Total","Number",":",""
"2006","Netherlands","Females","Widowed persons","Total","Number","704,087",""
"2006","Netherlands","Females","Divorced persons","Total","Number","567,453",""
"2006","Romania","Total","Persons in registered partnership","Total","Number",":",""
"2006","Romania","Total","Widowed persons","Total","Number","1,827,014",""
"2006","Romania","Total","Divorced persons","Total","Number","890,773",""
"2006","Romania","Males","Persons in registered partnership","Total","Number",":",""
"2006","Romania","Males","Widowed persons","Total","Number","309,372",""
"2006","Romania","Males","Divorced persons","Total","Number","347,444",""
"2006","Romania","Females","Persons in registered partnership","Total","Number",":",""
"2006","Romania","Females","Widowed persons","Total","Number","1,517,642",""
"2006","Romania","Females","Divorced persons","Total","Number","543,329",""
"2006","Slovenia","Total","Persons in registered partnership","Total","Number",":",""
"2006","Slovenia","Total","Widowed persons","Total","Number","134,860",""
"2006","Slovenia","Total","Divorced persons","Total","Number","92,531",""
"2006","Slovenia","Males","Persons in registered partnership","Total","Number",":",""
"2006","Slovenia","Males","Widowed persons","Total","Number","21,612",""
"2006","Slovenia","Males","Divorced persons","Total","Number","38,767",""
"2006","Slovenia","Females","Persons in registered partnership","Total","Number",":",""
"2006","Slovenia","Females","Widowed persons","Total","Number","113,248",""
"2006","Slovenia","Females","Divorced persons","Total","Number","53,764",""
"2006","Slovakia","Total","Persons in registered partnership","Total","Number",":",""
"2006","Slovakia","Total","Widowed persons","Total","Number",":",""
"2006","Slovakia","Total","Divorced persons","Total","Number",":",""
"2006","Slovakia","Males","Persons in registered partnership","Total","Number",":",""
"2006","Slovakia","Males","Widowed persons","Total","Number",":",""
"2006","Slovakia","Males","Divorced persons","Total","Number",":",""
"2006","Slovakia","Females","Persons in registered partnership","Total","Number",":",""
"2006","Slovakia","Females","Widowed persons","Total","Number",":",""
"2006","Slovakia","Females","Divorced persons","Total","Number",":",""
"2006","Finland","Total","Persons in registered partnership","Total","Number",":",""
"2006","Finland","Total","Widowed persons","Total","Number","303,815",""
"2006","Finland","Total","Divorced persons","Total","Number","484,640",""
"2006","Finland","Males","Persons in registered partnership","Total","Number",":",""
"2006","Finland","Males","Widowed persons","Total","Number","52,313",""
"2006","Finland","Males","Divorced persons","Total","Number","211,465",""
"2006","Finland","Females","Persons in registered partnership","Total","Number",":",""
"2006","Finland","Females","Widowed persons","Total","Number","251,502",""
"2006","Finland","Females","Divorced persons","Total","Number","273,175",""
"2006","Sweden","Total","Persons in registered partnership","Total","Number",":",""
"2006","Sweden","Total","Widowed persons","Total","Number","508,474",""
"2006","Sweden","Total","Divorced persons","Total","Number","842,985",""
"2006","Sweden","Males","Persons in registered partnership","Total","Number",":",""
"2006","Sweden","Males","Widowed persons","Total","Number","104,859",""
"2006","Sweden","Males","Divorced persons","Total","Number","370,974",""
"2006","Sweden","Females","Persons in registered partnership","Total","Number",":",""
"2006","Sweden","Females","Widowed persons","Total","Number","403,615",""
"2006","Sweden","Females","Divorced persons","Total","Number","472,011",""
"2006","Iceland","Total","Persons in registered partnership","Total","Number",":",""
"2006","Iceland","Total","Widowed persons","Total","Number","11,140",""
"2006","Iceland","Total","Divorced persons","Total","Number","17,684",""
"2006","Iceland","Males","Persons in registered partnership","Total","Number",":",""
"2006","Iceland","Males","Widowed persons","Total","Number","2,574",""
"2006","Iceland","Males","Divorced persons","Total","Number","7,989",""
"2006","Iceland","Females","Persons in registered partnership","Total","Number",":",""
"2006","Iceland","Females","Widowed persons","Total","Number","8,566",""
"2006","Iceland","Females","Divorced persons","Total","Number","9,695",""
"2006","Liechtenstein","Total","Persons in registered partnership","Total","Number",":",""
"2006","Liechtenstein","Total","Widowed persons","Total","Number","1,529",""
"2006","Liechtenstein","Total","Divorced persons","Total","Number","2,084",""
"2006","Liechtenstein","Males","Persons in registered partnership","Total","Number",":",""
